index,股票名称,发布时间,清洗后评论,情感,事件类型,置信度,关键词
1022,奥克股份,2026/11/13 11:38,明白看住6.55元左右!,中性,其他,2,看住、6.55、价格
1023,奥克股份,2026/11/13 10:59,"没人气啊,连个人都没有,不趁着现在赶紧拉,啥笔主力",消极,市场情绪,3,人气、主力、拉升
1024,奥克股份,2026/11/13 5:43,"万事俱备!只欠东风起,扶摇千万里!",积极,其他,2,万事俱备、东风、扶摇
1025,奥克股份,2026/11/13 8:21,质押320万股股份?是因为朱莉没筹码了要转融通继续空吗?,中性,管理层,3,"董事长, 研究, 固体电池"
1026,奥克股份,2026/11/13 12:39,"董事长一支股票都没卖,足以说明研究尚未成功,一儿会固体电池,一儿会医药材料等等。",中性,管理层,3,"董事长, 固体电池, 医药材料"
1027,奥克股份,2026/11/13 2:32,"抓紧上车,今天最后一洗",积极,市场情绪,3,"上车, 洗盘"
1028,奥克股份,2026/11/13 10:45,"未来国家的出路就是固态电池,奥克就是电池的龙头企业!",积极,行业政策,3,"固态电池, 国家, 领导者"
1029,奥克股份,2026/11/13 1:29,去你的垃圾,消极,其他,3,垃圾
1030,奥克股份,2026/11/13 11:48,"1.固态电池氧硫路线国内都要用聚乙二醇,用其他聚合物缺陷更大价格奇贵,只能少量掺",消极,市场情绪,3,垃圾的股
1031,奥克股份,2026/11/13 10:28,"真的是无语,涨0.5跌就几个点,真找不到比这更垃圾的股",消极,业绩相关,2,连续亏损
1032,奥克股份,2026/11/13 9:49,奥克连续亏损会不会被打入st?,消极,监管,2,ST
1033,奥克股份,2026/11/13 6:01,"这票真的太弱了,没跑赢他所属的任何板块啊!",消极,市场情绪,3,太弱
1034,奥克股份,2026/11/11 7:16,这个董秘玩弄投资者是在找死……,消极,造假,3,玩弄投资者
1035,奥克股份,2026/11/12 12:53,奥克股份的销售团队估计没搞明白他们为什么累:1.不知道按图索骥:投资者都知道去查,消极,业绩相关,2,亏损、退市风险、销售团队
1036,奥克股份,2026/11/12 1:38,大家都多少入手的来说一说,中性,其他,2,入手、交流
1037,奥克股份,2026/11/12 6:25,"前几天,我问董秘,如果减水剂一直大幅亏损,公司如果面临退市风险的时候,会不会停止",中性,业绩相关,2,大幅亏损、退市风险、董秘
1038,奥克股份,2026/11/12 9:48,"这看一次笑一次哈哈,今天环氧丙烷和电池涨一个多点他绿了奥克大帝走的行情就是独",消极,市场情绪,2,涨停、买不进、撤单
1039,奥克股份,2026/11/11 5:28,很多人在狐疑为什么奥克的聚乙二醇和PEO不被广大研究团队和厂家直接应用?我在和研,中性,其他,2,聚乙二醇、PEO、应用
1040,奥克股份,2026/11/11 11:30,"您好,根据公开资料,2021年9奥克集团控股的辽宁奥克华辉年产1000吨耐高温无",中性,其他,3,年报、扭亏为盈、聚乙二醇
1041,奥克股份,2026/11/11 11:57,"2024年报后,扭亏为盈。价位估算在12—15元之间。如分红可冲破15元。",积极,业绩相关,3,扭亏为盈、价位估算、分红
1042,奥克股份,2026/11/11 1:24,"奥克董秘对聚乙二醇固态电池运用这个回答说明了什么?1.说明投资者的追问是真实的,",中性,行业政策,3,董秘、聚乙二醇、固态电池
1043,奥克股份,2026/11/11 11:30,奥克药业将向上海医药提供哪种用途的聚乙二醇?,中性,其他,3,聚乙二醇、用途、上海医药
1044,奥克股份,2026/11/11 11:30,"公司向所里回复21-23年报有记载吉林奥克推进PEO中试,请向我指明23年年报以",中性,业绩相关,3,年报、中试、PEO
1045,奥克股份,2026/11/11 11:30,"董秘回复朱建民董事长讲话ai研发非常准确,那么问公司能不能生产用于量子点科技、钙",中性,其他,2,董秘回复、量子点科技、PEO材料
1046,奥克股份,2026/11/11 11:30,"奥克股份:您好!我是贵公司的投资者。我想问一下,在财报披露中我发现集团持股52.",中性,业绩相关,2,财报披露、集团持股
1047,奥克股份,2026/11/11 11:30,"现在各大纳米机器人以及人体机器人研究团队大量使用聚乙二醇与PEO材料,请问公司能",中性,其他,2,纳米机器人、人体机器人、聚乙二醇
1048,奥克股份,2026/11/11 9:52,还在跌呢,消极,市场情绪,3,还在跌
1049,奥克股份,2026/11/11 9:52,弱的一批,消极,市场情绪,3,弱的一批
1050,奥克股份,2026/11/11 9:49,"固态电池大涨,这货就是个呆头鹅",消极,市场情绪,3,十倍股、董秘、白瞎
1051,奥克股份,2026/11/10 8:28,"奥克董秘答非所问的回复,是在极力阻断散户眼球。而现在妖股横行说白了就是视频主们引",消极,管理层,3,董秘、答非所问、散户
1052,奥克股份,2026/11/10 10:10,"奥,克上一波主力赚了大钱,这波估计能上一百元一股,700亿市值没问题!",积极,业绩相关,3,十倍股、赚大钱、市值
1053,奥克股份,2026/11/10 3:06,奥克股份连续2周融资净买入合计796.68万元,中性,其他,2,融资净买入、796.68万元
1054,奥克股份,2026/11/9 2:24,"一个十倍股被董秘白瞎了1.聚乙二醇因为便宜并与PEO(500万一吨)性质相近,被",中性,其他,2,十倍股、聚乙二醇、PEO
1055,奥克股份,2026/11/9 1:17,"固态电池这几天疯涨,没奥克什么事",中性,行业政策,2,固态电池
1056,奥克股份,2026/11/8 1:53,没有庄家的股,消极,市场情绪,3,没有庄家
1057,奥克股份,2026/11/8 5:44,小本质,中性,其他,2,小本质
1058,奥克股份,2026/11/8 1:20,"$奥克根据搜索结果,奥克股份确实在固态电池领域有所布局,主要提供固态电池电解质P",中性,业绩相关,3,固态电池、奥克股份、电解质
1059,奥克股份,2026/11/8 1:14,唯一没大涨的创业板小盘股就是他了。,消极,市场情绪,3,没大涨
1060,奥克股份,2026/11/8 11:27,"[大笑][大笑][大笑]奥克大帝,每天偷瞄你一次让我笑一次[大笑][大笑][大笑",积极,其他,3,大笑、奥克大帝、偷瞄
1061,奥克股份,2026/11/8 10:29,又拉胯了,消极,业绩相关,2,拉胯
1062,奥克股份,2026/11/8 10:23,电池板块疯涨你不中用啊,积极,市场情绪,3,疯涨、板块
1063,奥克股份,2026/11/7 5:25,"股友买了这股,让我看,先突破7.3元才有可能到9元,才有可能到游资套的13~15",中性,其他,2,突破、游资套
1064,奥克股份,2026/11/8 10:19,没有人气,消极,其他,2,人气
1065,奥克股份,2026/11/7 9:32,"房地产涨这么好,你确一动不动",消极,市场情绪,3,房地产、涨、不动
1066,奥克股份,2026/11/7 3:42,贵公司前段时间有投资大连的长兴岛港口和工厂项目 现在进展怎么样了,中性,重大事项,3,投资、大连、长兴岛港口
1067,奥克股份,2026/11/7 7:10,"这个懂蜜回答真棒,简单说就是,这也没有,那也没有,这也没干,那也没干![大笑][",中性,其他,3,董秘、回答、保证
1068,奥克股份,2026/11/7 5:51,明天可以吃口肉吗?,中性,其他,2,吃口肉
1069,奥克股份,2026/11/7 4:49,"这个董秘,问他问题能不能,问题简单吧?但是他非要回答有没有,他能保证所有客户都告",消极,市场情绪,3,董秘、问题、简单
1075,奥克股份,2026/11/6 5:14,奥克股份(300082.SZ):聚乙二醇产品尚未有医美行业应用,中性,其他,2,"奥克股份,聚乙二醇,医美应用"
1076,奥克股份,2026/11/6 1:37,"某位热心的网友,能不能别问了,你问的董秘都否定了……感觉董秘就是我啥都没,我就是",消极,市场情绪,3,"董秘,否定了,投诉"
1077,奥克股份,2026/11/6 1:24,"买了高新兴今天涨了,又眼贱看了眼奥克发现固态电池大涨,但是奥克大帝依旧帝王之资哈",中性,市场情绪,2,"高新兴,奥克,固态电池"
1078,奥克股份,2026/11/6 11:30,公司的聚乙二醇能不能达到医美使用标准?长春生物使用大量聚乙二醇公司有向此类客户接,中性,业绩相关,2,"聚乙二醇,医美使用标准,长春生物"
1079,奥克股份,2026/11/6 12:14,"我再度投诉奥克股份董秘在互动易的回复答非所问,今日午间奥克股份回复投资者提问,投",消极,监管,3,"投诉,董秘,奥克股份"
1080,奥克股份,2026/11/6 11:35,今明两天必有一板,中性,其他,2,
1081,奥克股份,2026/11/6 11:30,"朱总在成都接受采访称四川奥克转电池电极材料2024预计盈利2000万,请问其他子",中性,业绩相关,3,盈利2000万
1082,奥克股份,2026/11/6 11:30,"抖音上很多视频展示了聚乙二醇用于液冷服务器的优异性能,提到聚乙二醇纯度对液冷服务",中性,行业政策,2,液冷服务器
1083,奥克股份,2026/11/6 11:30,"据称折叠屏表面高强度柔性耐磨涂层使用了聚乙二醇基材料,公司能不能生产该类标准的聚",中性,行业政策,2,折叠屏涂层
1084,奥克股份,2026/11/6 11:30,"公司和所里反馈称2021-2023年报已经记载吉林奥克PEO正在推进中试,但是我",中性,重大事项,3,中试推进
1085,奥克股份,2026/11/6 11:30,"据称现在宇航服内使用了大量聚乙二醇用于散热以及提高宇航员舒适度,公司有能力生产这",中性,行业政策,2,"聚乙二醇, 宇航服, 生产能力"
1086,奥克股份,2026/11/6 10:53,"212高地过来的本想赚点油费,结果这货把我小车车吃吃掉,油都不用加了,啥时候给我",消极,业绩相关,3,"油费, 吃掉, 不用加"
1087,奥克股份,2026/11/6 10:12,这个股吧玩的没人气啦[偷笑][偷笑],消极,市场情绪,3,没人气
1088,奥克股份,2026/11/6 1:08,"减水剂一直在亏损,23,24(三个季度)年亏损近5个亿,派个博士去有啥用,他能改",消极,业绩相关,3,"亏损, 五个亿"
1089,奥克股份,2026/11/5 1:40,"虽然已清仓,不看眼贱看了眼奥克还是那么牛,各种电池板块和创业板都涨的比奥克多[大",中性,市场情绪,2,"清仓, 奥克, 电池板块, 创业板"
1090,奥克股份,2026/11/5 1:54,从现在钙钛矿光伏、量子点科技、干细胞治疗、靶向送药、纳米机器人、人形机器人、医美,中性,行业政策,2,人工智能研发
1091,奥克股份,2026/11/5 2:46,大盘4个点了你好意思么?,消极,市场情绪,3,大盘4个点
1092,奥克股份,2026/11/5 10:29,"长安与太蓝推出固态电池,专利聚乙二醇基,奥克作为聚乙二醇龙头又不知道自己的产品用",中性,重大事项,3,固态电池专利
1093,奥克股份,2026/11/5 4:20,"这个董秘三两头回复,算是最勤快的之一,但是你得到的都是否定句",消极,管理层,3,董秘否定回复
1094,奥克股份,2026/11/5 3:36,"朱总在32周年讲话中说公司研发使用人工智能,但是公司子互动易的回复却说在探索阶段",中性,管理层,3,AI研发探索
1095,奥克股份,2026/11/5 2:38,"创业板指数涨5%,这股涨2.7%,牛逼啊",积极,市场情绪,3,涨、利好、共振
1096,奥克股份,2026/11/5 11:21,"这段时间还是涨指数行情,个股不是普涨,与指数共振的板块会天天涨[捂脸]第一就是券",积极,市场情绪,3,涨、指数、券
1097,奥克股份,2026/11/5 10:39,"手上一共三个股,就你这玩意还套20个点",消极,业绩相关,2,套、点
1098,奥克股份,2026/11/5 10:02,这个是啥子形状[偷笑][偷笑],中性,其他,2,形状
1099,奥克股份,2026/11/4 12:31,"人家老总也岀来放利好,这个股票庄家还是哪个死样子,你不涨换手率这么岀来,这个股筹",中性,管理层,2,老总、利好、庄家
1100,奥克股份,2026/11/4 7:13,奥克股份(300082.SZ):目前未生产销售乙醇胺产品,中性,业绩相关,2,未生产销售、乙醇胺、聚乙二醇
1101,奥克股份,2026/11/4 4:13,"今天无量上涨,没有进攻板块,太乱大幅缩量,想启动难啊?除非国家队再次进场了[捂脸",消极,市场情绪,3,缩量、启动、国家队
1102,奥克股份,2026/11/4 3:15,厉害涨了一个多点,积极,其他,3,上涨、无量
1103,奥克股份,2026/11/4 11:30,"公司回复聚乙二醇暂未应用于高精尖领域,如果投资者有证实有客户将公司聚乙二醇用于高",中性,业绩相关,2,未应用、高精尖领域
1104,奥克股份,2026/11/4 11:30,我问公司“ 公司能生产用于干细胞治疗标准的聚乙二醇吗?”可是公司的回复让投资者糊,消极,造假,3,干细胞、聚乙二醇
1105,奥克股份,2026/11/4 11:30,请问公司聚乙二醇目前供应哪些新能源厂家?,中性,业绩相关,3,"三季度, 减值计提, 亏损"
1106,奥克股份,2026/11/4 11:30,请问公司三季度聚乙二醇产品销售与利润情况如何?,中性,业绩相关,3,"三季度, 销售, 利润"
1107,奥克股份,2026/11/4 11:30,哈工大王家钧团队在nature发表组装了PEO基高电压并超580wh.kg的固态,中性,行业政策,2,"Nature, 固态电池, PEO"
1108,奥克股份,2026/11/4 11:30,"公司三季报对减值进行了大幅计提甚至占道了亏损一半,其中对投资收益都进行了计提,这",消极,业绩相关,3,"三季报, 减值计提, 亏损"
1109,奥克股份,2026/11/4 11:30,"投资者从宁王骁遥锂纳电池专利信息中再度读到含有大量聚乙二醇和PEO,公司研发和销",中性,其他,2,"聚乙二醇, PEO, 销售"
1110,奥克股份,2026/11/4 11:30,"公司有没有生产销售乙醇胺这个产品,如果有,请问产量如何?",中性,其他,3,"产品结构,生产销售,乙醇胺"
1111,奥克股份,2026/11/4 11:29,[大笑],积极,市场情绪,3,大笑
1112,奥克股份,2026/11/4 10:11,在来套一批哈[偷笑][偷笑],中性,市场情绪,3,"套单,市场情绪"
1113,奥克股份,2026/11/4 6:05,"奥克老板说的好,调整产品结构,我的理解是扩大巿场有需求而且是盈利产品,把亏损的产",中性,管理层,3,"调整产品结构,盈利产品,亏损产品"
1114,奥克股份,2026/11/3 3:06,融资融券周汇总:奥克股份本周融资净买入71.67万元,中性,业绩相关,3,"融资净买入,奥克股份,融资融券"
1115,奥克股份,2026/11/3 2:20,"朱建民亲自释放利好,四川奥克电池电极开始发力,2024预计盈利2000万。我估计",中性,业绩相关,3,盈利、利好、四川奥克
1116,奥克股份,2026/11/3 11:08,JSG观察寰球资本市场震荡……了解石油化工新材料动态……,中性,其他,2,资本市场、石油化工、新材料
1117,奥克股份,2026/10/29 3:27,"请公司查阅文献以及他人专利后直接简单回答公司能生产达到纯度标准,用于软体机器人以",中性,其他,3,专利、生产、纯度标准
1118,奥克股份,2026/11/1 1:31,"评指数:聊观点:人家董秘回复都是提供样品供相关厂家研发,奥克回复……看后市:#复",中性,市场情绪,2,指数、大盘、跟跌
1119,奥克股份,2026/11/1 1:37,"大盘涨它不涨,大盘跌它可是跟呢,什么玩意",消极,市场情绪,3,大盘、跟跌、不跟涨
1120,奥克股份,2026/11/1 2:17,"好了清仓离场,奥克已经拉黑,这种股避而远之太恶心了",消极,造假,3,奥克、老鼠仓、不确定事件
1121,奥克股份,2026/11/1 1:30,"奥克三季报营业收入30.10亿元,毛利4893万元,折合0.07%,一般企业最低",中性,业绩相关,3,三季报、营业收入、毛利
1122,奥克股份,2026/11/1 11:01,"长期锁控盘,拖时间。导致活跃交易的重心越来越高,成本越来越高。前面不花钱,后面",消极,市场情绪,2,锁控盘、成本升高
